Parent Cell	Interaction Type	Daughter Cell	Cell Common Name	Daughter Cell (No common names)	Parent Cell Generation	Node_size	Emb Term	Apoptoses	Emb Term Blast
ABarpa	=	Cell							
ABarpaa	=	Cell							
ABarpaaa	=	Cell							
ABarpaaaa	=	Cell							
ABarpaaaaa	=	Cell							
ABarpaaaaal (OLQsoDL)	=	Cell							
ABarpaaaaar (OLQsoDR)	=	Cell							
ABarpaaaap	=	Cell							
ABarpaaaapa (OLQshDL)	=	Cell							
ABarpaaaapp (CEPshDL)	=	Cell							
ABarpaaap	=	Cell							
ABarpaaapa	=	Cell							
ABarpaaapaa (OLQshDR)	=	Cell							
ABarpaaapap (CEPshDR)	=	Cell							
ABarpaaapp	=	Cell							
ABarpaap	=	Cell							
ABarpaapa	=	Cell							
ABarpaapaa (hyp 6)	=	Cell							
ABarpaapap (hyp 7)	=	Cell							
ABarpaapp	=	Cell							
ABarpaappa (hyp 7)	=	Cell							
ABarpaappp (hyp 7)	=	Cell							
ABarpap	=	Cell							
ABarpapa	=	Cell							
ABarpapaa	=	Cell							
ABarpapaaa	=	Cell							
ABarpapaaaa (URADR)	=	Cell							
ABarpapaaap	=	Cell							
ABarpapaap	=	Cell							
ABarpapaapa	=	Cell							
ABarpapaapp	=	Cell							
ABarpapaappa (CEPDR)	=	Cell							
ABarpapaappp (URXR)	=	Cell							
ABarpapap	=	Cell							
ABarpapapa (hyp 4)	=	Cell							
ABarpapapp (hyp 6)	=	Cell							
ABarpapp	=	Cell							
ABarpappa	=	Cell							
ABarpappaa (XXXR)	=	Cell							
ABarpappap (hyp 5)	=	Cell							
ABarpappp	=	Cell							
ABarpapppa (H0R)	=	Cell							
ABarpapppp (H1R)	=	Cell							
ABarpp	=	Cell							
ABarppa	=	Cell							
ABarppaa	=	Cell							
ABarppaaa	=	Cell							
ABarppaaaa (ADEshL)	=	Cell							
ABarppaaap (H2L)	=	Cell							
ABarppaap	=	Cell							
ABarppaapa (hyp 7)	=	Cell							
ABarppaapp	=	Cell							
ABarppaappa (ALML)	=	Cell							
ABarppaappp (BDUL)	=	Cell							
ABarppap	=	Cell							
ABarppapa	=	Cell							
ABarppapaa (V1L)	=	Cell							
ABarppapap (V2L)	=	Cell							
ABarppapp	=	Cell							
ABarppappa (V4L)	=	Cell							
ABarppappp (V6L)	=	Cell							
ABarppp	=	Cell							
ABarpppa	=	Cell							
ABarpppaa	=	Cell							
ABarpppaaa (ADEshR)	=	Cell							
ABarpppaap (H2R)	=	Cell							
ABarpppap	=	Cell							
ABarpppapa (hyp 7)	=	Cell							
ABarpppapp	=	Cell							
ABarpppappa (ALMR)	=	Cell							
ABarpppappp (BDUR)	=	Cell							
ABarpppp	=	Cell							
ABarppppa	=	Cell							
ABarppppaa (V1R)	=	Cell							
ABarppppap (V2R)	=	Cell							
ABarppppp	=	Cell							
ABarpppppa (V4R)	=	Cell							
ABarpppppp (V6R)	=	Cell							
ABp	=	Cell							
ABpl	=	Cell							
ABpla	=	Cell							
ABplaa	=	Cell							
ABplaaa	=	Cell							
ABplaaaa	=	Cell							
ABplaaaaa	=	Cell							
ABplaaaaaa	=	Cell							
ABplaaaaaaa (URADL)	=	Cell							
ABplaaaaaap	=	Cell							
ABplaaaaap	=	Cell							
ABplaaaaapa	=	Cell							
ABplaaaaapp	=	Cell							
ABplaaaaappa (CEPDL)	=	Cell							
ABplaaaaappp (URXL)	=	Cell							
ABplaaaap	=	Cell							
ABplaaaapa (hyp 6)	=	Cell							
ABplaaaapp (hyp 6)	=	Cell							
ABplaaap	=	Cell							
ABplaaapa	=	Cell							
ABplaaapaa (XXXL)	=	Cell							
ABplaaapap (hyp 5)	=	Cell							
ABplaaapp	=	Cell							
ABplaaappa (H0L)	=	Cell							
ABplaaappp (H1L)	=	Cell							
ABplaap	=	Cell							
ABplaapa	=	Cell							
ABplaapaa	=	Cell							
ABplaapaaa	=	Cell							
ABplaapaaaa (hyp 3)	=	Cell							
ABplaapaaap (ILsoDL)	=	Cell							
ABplaapaap	=	Cell							
ABplaapaapa (URBL)	=	Cell							
ABplaapaapp (AMshL)	=	Cell							
ABplaapap	=	Cell							
ABplaapapa	=	Cell							
ABplaapapaa (AWAL)	=	Cell							
ABplaapapap (ASGL)	=	Cell							
ABplaapapp	=	Cell							
ABplaapappa (AIBL)	=	Cell							
ABplaapappp	=	Cell							
ABplaapapppa (ASIL)	=	Cell							
ABplaapapppp	=	Cell							
ABplaapp	=	Cell							
ABplaappa	=	Cell							
ABplaappaa (hyp 4)	=	Cell							
ABplaappap (hyp 6)	=	Cell							
ABplaappp	=	Cell							
ABplaapppa (hyp 7)	=	Cell							
ABplaapppp (hyp 7)	=	Cell							
ABplap	=	Cell							
ABplapa	=	Cell							
ABplapaa	=	Cell							
ABplapaaa	=	Cell							
ABplapaaaa	=	Cell							
ABplapaaaaa	=	Cell							
ABplapaaaap	=	Cell							
ABplapaaaapa (ADEL)	=	Cell							
ABplapaaaapp (ADAL)	=	Cell							
ABplapaaap	=	Cell							
ABplapaaapa	=	Cell							
ABplapaaapad (FLPL)	=	Cell							
ABplapaaapav (AIZL)	=	Cell							
ABplapaaapp (RMGL)	=	Cell							
ABplapaap	=	Cell							
ABplapaapa (G2)	=	Cell							
ABplapaapp (P1/2 L)	=	Cell							
ABplapap	=	Cell							
ABplapapa	=	Cell							
ABplapapaa	=	Cell							
ABplapapaaa (QL)	=	Cell							
ABplapapaap (V5L)	=	Cell							
ABplapapap (P9/10 L)	=	Cell							
ABplapapp	=	Cell							
ABplapappa (P11/12 L)	=	Cell							
ABplapappp	=	Cell							
ABplapapppa	=	Cell							
ABplapapppp	=	Cell							
ABplapappppa	=	Cell							
ABplapappppaa (PLML)	=	Cell							
ABplapappppap (ALNL)	=	Cell							
ABplapappppp	=	Cell							
ABplapp	=	Cell							
ABplappa	=	Cell							
ABplappaa	=	Cell							
ABplappaaa (P3/4 L)	=	Cell							
ABplappaap (P5/6 L)	=	Cell							
ABplappap	=	Cell							
ABplappapa (V3L)	=	Cell							
ABplappapp (P7/8 L)	=	Cell							
ABplappp	=	Cell							
ABplapppa	=	Cell							
ABplapppaa	=	Cell							
ABplapppaaa (PVQL)	=	Cell							
ABplapppaap	=	Cell							
ABplapppap	=	Cell							
ABplapppapa	=	Cell							
ABplapppapp	=	Cell							
ABplapppappa (HSNL)	=	Cell							
ABplapppappp (PHBL)	=	Cell							
ABplapppp	=	Cell							
ABplappppa (hyp 7)	=	Cell							
ABplappppp (TL)	=	Cell							
ABplp	=	Cell							
ABplpa	=	Cell							
ABplpaa	=	Cell							
ABplpaaa	=	Cell							
ABplpaaaa	=	Cell							
ABplpaaaaa	=	Cell							
ABplpaaaaaa (SAAVL)	=	Cell							
ABplpaaaaap (AWCL)	=	Cell							
ABplpaaaap	=	Cell							
ABplpaaaapa (excretory duct)	=	Cell							
ABplpaaaapp (DB1)	=	Cell							
ABplpaaap	=	Cell							
ABplpaaapa	=	Cell							
ABplpaaapaa (URAVL)	=	Cell							
ABplpaaapap (CEPshVL)	=	Cell							
ABplpaaapp	=	Cell							
ABplpaaappa	=	Cell							
ABplpaaappaa (OLQVL)	=	Cell							
ABplpaaappap	=	Cell							
ABplpaaappp (URYVL)	=	Cell							
ABplpaap	=	Cell							
ABplpaapa	=	Cell							
ABplpaapaa	=	Cell							
ABplpaapaaa (RIVL)	=	Cell							
ABplpaapaap (AVBL)	=	Cell							
ABplpaapap	=	Cell							
ABplpaapapa (AMsoL)	=	Cell							
ABplpaapapp	=	Cell							
ABplpaapp	=	Cell							
ABplpaappa	=	Cell							
ABplpaappaa (ASHL)	=	Cell							
ABplpaappap (RIBL)	=	Cell							
ABplpaappp	=	Cell							
ABplpaapppa (AIML)	=	Cell							
ABplpaapppp	=	Cell							
ABplpaappppa (CEPVL)	=	Cell							
ABplpaappppp	=	Cell							
ABplpap	=	Cell							
ABplpapa	=	Cell							
ABplpapaa	=	Cell							
ABplpapaaa	=	Cell							
ABplpapaaaa (SMDDL)	=	Cell							
ABplpapaaap (AIYL)	=	Cell							
ABplpapaap	=	Cell							
ABplpapaapa (SIADL)	=	Cell							
ABplpapaapp (SIBVL)	=	Cell							
ABplpapap	=	Cell							
ABplpapapa	=	Cell							
ABplpapapaa (excretory gland L)	=	Cell							
ABplpapapap (AVKL)	=	Cell							
ABplpapapp	=	Cell							
ABplpapappa (SIAVL)	=	Cell							
ABplpapappp (DB5)	=	Cell							
ABplpapp	=	Cell							
ABplpappa	=	Cell							
ABplpappaa	=	Cell							
ABplpappaaa (RMEV)	=	Cell							
ABplpappaap (excretory cell)	=	Cell							
ABplpappap	=	Cell							
ABplpappp	=	Cell							
ABplpapppa	=	Cell							
ABplpapppaa (K)	=	Cell							
ABplpapppap (K')	=	Cell							
ABplpapppp	=	Cell							
ABplpappppa (PVT)	=	Cell							
ABplpappppp (rectal epithelium D)	=	Cell							
ABplpp	=	Cell							
ABplppa	=	Cell							
ABplppaa	=	Cell							
ABplppaaa	=	Cell							
ABplppaaaa	=	Cell							
ABplppaaaaa (SIBDL)	=	Cell							
ABplppaaaap	=	Cell							
ABplppaaaapa	=	Cell							
ABplppaaaapp (RICL)	=	Cell							
ABplppaaap	=	Cell							
ABplppaap	=	Cell							
ABplppaapa	=	Cell							
ABplppaapaa	=	Cell							
ABplppaapap (RIML)	=	Cell							
ABplppaapp	=	Cell							
ABplppaappa (AIAL)	=	Cell							
ABplppaappp (DB6)	=	Cell							
ABplppap	=	Cell							
ABplppapa	=	Cell							
ABplppapaa	=	Cell							
ABplppapaaa	=	Cell							
ABplppapaaaa (SABVL)	=	Cell							
ABplppapaaap (RIFL)	=	Cell							
ABplppapaap (SABD)	=	Cell							
ABplppapap	=	Cell							
ABplppapapa (DA2)	=	Cell							
ABplppapapp (DA4)	=	Cell							
ABplppapp	=	Cell							
ABplppappa	=	Cell							
ABplppappaa (RIGL)	=	Cell							
ABplppappap (DD1)	=	Cell							
ABplppappp	=	Cell							
ABplppapppa (DD3)	=	Cell							
ABplppapppp (DD5)	=	Cell							
ABplppp	=	Cell							
ABplpppa	=	Cell							
ABplpppaa	=	Cell							
ABplpppaaa	=	Cell							
ABplpppaaaa (DA9)	=	Cell							
ABplpppaaap (DA6)	=	Cell							
ABplpppaap	=	Cell							
ABplpppaapa	=	Cell							
ABplpppaapaa (PVCL)	=	Cell							
ABplpppaapap (LUAL)	=	Cell							
ABplpppaapp (PHAL)	=	Cell							
ABplpppap	=	Cell							
ABplpppapa	=	Cell							
ABplpppapaa (PHshL)	=	Cell							
ABplpppapap (hyp 8/9)	=	Cell							
ABplpppapp	=	Cell							
ABplpppp	=	Cell							
ABplppppa	=	Cell							
ABplppppaa	=	Cell							
ABplppppaaa (PVPL)	=	Cell							
ABplppppaap (rectal epithelium VL)	=	Cell							
ABplppppap	=	Cell							
ABplppppapa (U)	=	Cell							
ABplppppapp (F)	=	Cell							
ABplppppp	=	Cell							
ABplpppppa	=	Cell							
ABplpppppaa (intestinal muscle L)	=	Cell							
ABplpppppap (anal depressor muscle)	=	Cell							
ABplpppppp	=	Cell							
ABplppppppa (tail spike)	=	Cell							
ABplppppppp (hyp 10)	=	Cell							
ABpr	=	Cell							
ABpra	=	Cell							
ABpraa	=	Cell							
ABpraaa	=	Cell							
ABpraaaa	=	Cell							
ABpraaaaa	=	Cell							
ABpraaaaaa	=	Cell							
ABpraaaaaaa (AVER)	=	Cell							
ABpraaaaaap (OLQshVR)	=	Cell							
ABpraaaaap	=	Cell							
ABpraaaaapd (OLLshR)	=	Cell							
ABpraaaaapv	=	Cell							
ABpraaaap	=	Cell							
ABpraaaapa	=	Cell							
ABpraaaapad (RMDR)	=	Cell							
ABpraaaapav (AFDR)	=	Cell							
ABpraaaapp	=	Cell							
ABpraaaappa	=	Cell							
ABpraaaappp	=	Cell							
ABpraaaapppa (ASKR)	=	Cell							
ABpraaaapppp	=	Cell							
ABpraaap	=	Cell							
ABpraaapa	=	Cell							
ABpraaapaa	=	Cell							
ABpraaapaad (ADLR)	=	Cell							
ABpraaapaav	=	Cell							
ABpraaapap	=	Cell							
ABpraaapapa	=	Cell							
ABpraaapapaa (OLLR)	=	Cell							
ABpraaapapap	=	Cell							
ABpraaapapp	=	Cell							
ABpraaapp	=	Cell							
ABpraaappa	=	Cell							
ABpraaappaa (ADFR)	=	Cell							
ABpraaappap (AWBR)	=	Cell							
ABpraaappp	=	Cell							
ABpraaapppa	=	Cell							
ABpraaapppaa (ASER)	=	Cell							
ABpraaapppap	=	Cell							
ABpraaapppp	=	Cell							
ABpraaappppa (ASJR)	=	Cell							
ABpraaappppp (AUAR)	=	Cell							
ABpraap	=	Cell							
ABpraapa	=	Cell							
ABpraapaa	=	Cell							
ABpraapaaa	=	Cell							
ABpraapaaaa (hyp 3)	=	Cell							
ABpraapaaap (ILsoDR)	=	Cell							
ABpraapaap	=	Cell							
ABpraapaapa (URBR)	=	Cell							
ABpraapaapp (AMshR)	=	Cell							
ABpraapap	=	Cell							
ABpraapapa	=	Cell							
ABpraapapaa (AWAR)	=	Cell							
ABpraapapap (ASGR)	=	Cell							
ABpraapapp	=	Cell							
ABpraapappa (AIBR)	=	Cell							
ABpraapappp	=	Cell							
ABpraapapppa (ASIR)	=	Cell							
ABpraapapppp	=	Cell							
ABpraapp	=	Cell							
ABpraappa	=	Cell							
ABpraappaa (hyp 4)	=	Cell							
ABpraappap (hyp 6)	=	Cell							
ABpraappp	=	Cell							
ABpraapppa (hyp 7)	=	Cell							
ABpraapppp (hyp 7)	=	Cell							
ABprap	=	Cell							
ABprapa	=	Cell							
ABprapaa	=	Cell							
ABprapaaa	=	Cell							
ABprapaaaa	=	Cell							
ABprapaaaaa	=	Cell							
ABprapaaaap	=	Cell							
ABprapaaaapa (ADER)	=	Cell							
ABprapaaaapp (ADAR)	=	Cell							
ABprapaaap	=	Cell							
ABprapaaapa	=	Cell							
ABprapaaapad (FLPR)	=	Cell							
ABprapaaapav (AIZR)	=	Cell							
ABprapaaapp (RMGR)	=	Cell							
ABprapaap	=	Cell							
ABprapaapa (W)	=	Cell							
ABprapaapp (P1/2 R)	=	Cell							
ABprapap	=	Cell							
ABprapapa	=	Cell							
ABprapapaa	=	Cell							
ABprapapaaa (QR)	=	Cell							
ABprapapaap (V5R)	=	Cell							
ABprapapap (P9/10 R)	=	Cell							
ABprapapp	=	Cell							
ABprapappa (P11/12 R)	=	Cell							
ABprapappp	=	Cell							
ABprapapppa	=	Cell							
ABprapapppp	=	Cell							
ABprapappppa	=	Cell							
ABprapappppaa (PLMR)	=	Cell							
ABprapappppap (ALNR)	=	Cell							
ABprapappppp	=	Cell							
ABprapp	=	Cell							
ABprappa	=	Cell							
ABprappaa	=	Cell							
ABprappaaa (P3/4 R)	=	Cell							
ABprappaap (P5/6 R)	=	Cell							
ABprappap	=	Cell							
ABprappapa (V3R)	=	Cell							
ABprappapp (P7/8 R)	=	Cell							
ABprappp	=	Cell							
ABprapppa	=	Cell							
ABprapppaa	=	Cell							
ABprapppaaa (PVQR)	=	Cell							
ABprapppaap	=	Cell							
ABprapppap	=	Cell							
ABprapppapa	=	Cell							
ABprapppapp	=	Cell							
ABprapppappa (HSNR)	=	Cell							
ABprapppappp (PHBR)	=	Cell							
ABprapppp	=	Cell							
ABprappppa (hyp 7)	=	Cell							
ABprappppp (TR)	=	Cell							
ABprp	=	Cell							
ABprpa	=	Cell							
ABprpaa	=	Cell							
ABprpaaa	=	Cell							
ABprpaaaa	=	Cell							
ABprpaaaaa	=	Cell							
ABprpaaaaaa (SAAVR)	=	Cell							
ABprpaaaaap (AWCR)	=	Cell							
ABprpaaaap	=	Cell							
ABprpaaaapa (G1)	=	Cell							
ABprpaaaapp (DB3)	=	Cell							
ABprpaaap	=	Cell							
ABprpaaapa	=	Cell							
ABprpaaapaa (URAVR)	=	Cell							
ABprpaaapap (CEPshVR)	=	Cell							
ABprpaaapp	=	Cell							
ABprpaaappa	=	Cell							
ABprpaaappaa (OLQVR)	=	Cell							
ABprpaaappap	=	Cell							
ABprpaaappp (URYVR)	=	Cell							
ABprpaap	=	Cell							
ABprpaapa	=	Cell							
ABprpaapaa	=	Cell							
ABprpaapaaa (RIVR)	=	Cell							
ABprpaapaap (AVBR)	=	Cell							
ABprpaapap	=	Cell							
ABprpaapapa (AMsoR)	=	Cell							
ABprpaapapp	=	Cell							
ABprpaapp	=	Cell							
ABprpaappa	=	Cell							
ABprpaappaa (ASHR)	=	Cell							
ABprpaappap (RIBR)	=	Cell							
ABprpaappp	=	Cell							
ABprpaapppa (AIMR)	=	Cell							
ABprpaapppp	=	Cell							
ABprpaappppa (CEPVR)	=	Cell							
ABprpaappppp	=	Cell							
ABprpap	=	Cell							
ABprpapa	=	Cell							
ABprpapaa	=	Cell							
ABprpapaaa	=	Cell							
ABprpapaaaa (SMDDR)	=	Cell							
ABprpapaaap (AIYR)	=	Cell							
ABprpapaap	=	Cell							
ABprpapaapa (SIADR)	=	Cell							
ABprpapaapp (SIBVR)	=	Cell							
ABprpapap	=	Cell							
ABprpapapa	=	Cell							
ABprpapapaa (excretory gland R)	=	Cell							
ABprpapapap (AVKR)	=	Cell							
ABprpapapp	=	Cell							
ABprpapappa (SIAVR)	=	Cell							
ABprpapappp (DA8)	=	Cell							
ABprpapp	=	Cell							
ABprpappa	=	Cell							
ABprpappaa	=	Cell							
ABprpappaaa (RIH)	=	Cell							
ABprpappaap (AVL)	=	Cell							
ABprpappap	=	Cell							
ABprpappapa (RIS)	=	Cell							
ABprpappapp (DB4)	=	Cell							
ABprpappp	=	Cell							
ABprpapppa	=	Cell							
ABprpapppaa (RIR)	=	Cell							
ABprpapppap (AVG)	=	Cell							
ABprpapppp	=	Cell							
ABprpappppa (virR)	=	Cell							
ABprpappppp (virL)	=	Cell							
ABprpp	=	Cell							
ABprppa	=	Cell							
ABprppaa	=	Cell							
ABprppaaa	=	Cell							
ABprppaaaa	=	Cell							
ABprppaaaaa (SIBDR)	=	Cell							
ABprppaaaap	=	Cell							
ABprppaaaapa	=	Cell							
ABprppaaaapp (RICR)	=	Cell							
ABprppaaap	=	Cell							
ABprppaap	=	Cell							
ABprppaapa	=	Cell							
ABprppaapaa	=	Cell							
ABprppaapap (RIMR)	=	Cell							
ABprppaapp	=	Cell							
ABprppaappa (AIAR)	=	Cell							
ABprppaappp (DB7)	=	Cell							
ABprppap	=	Cell							
ABprppapa	=	Cell							
ABprppapaa	=	Cell							
ABprppapaaa	=	Cell							
ABprppapaaaa (SABVR)	=	Cell							
ABprppapaaap (RIFR)	=	Cell							
ABprppapaap (DA1)	=	Cell							
ABprppapap	=	Cell							
ABprppapapa (DA3)	=	Cell							
ABprppapapp (DA5)	=	Cell							
ABprppapp	=	Cell							
ABprppappa	=	Cell							
ABprppappaa (RIGR)	=	Cell							
ABprppappap (DD2)	=	Cell							
ABprppappp	=	Cell							
ABprppapppa (DD4)	=	Cell							
ABprppapppp (DD6)	=	Cell							
ABprppp	=	Cell							
ABprpppa	=	Cell							
ABprpppaa	=	Cell							
ABprpppaaa	=	Cell							
ABprpppaaaa (Y)	=	Cell							
ABprpppaaap (DA7)	=	Cell							
ABprpppaap	=	Cell							
ABprpppaapa	=	Cell							
ABprpppaapaa (PVCR)	=	Cell							
ABprpppaapap (LUAR)	=	Cell							
ABprpppaapp (PHAR)	=	Cell							
ABprpppap	=	Cell							
ABprpppapa	=	Cell							
ABprpppapaa (PHshR)	=	Cell							
ABprpppapap (hyp 8/9)	=	Cell							
ABprpppapp	=	Cell							
ABprpppp	=	Cell							
ABprppppa	=	Cell							
ABprppppaa	=	Cell							
ABprppppaaa (PVPR)	=	Cell							
ABprppppaap (rectal epithelium VR)	=	Cell							
ABprppppap	=	Cell							
ABprppppapa (B)	=	Cell							
ABprppppapp (DVA)	=	Cell							
ABprppppp	=	Cell							
ABprpppppa	=	Cell							
ABprpppppaa (body muscle)	=	Cell							
ABprpppppap (sphincter muscle)	=	Cell							
ABprpppppp	=	Cell							
ABprppppppa (tail spike)	=	Cell							
Abprppppppp (hyp 10)	=	Cell							
C	=	Cell							
Ca	=	Cell							
Caa	=	Cell							
Caaa	=	Cell							
Caaaa	=	Cell							
Caaaaa (hyp 7)	=	Cell							
Caaaap (hyp 7)	=	Cell							
Caaap	=	Cell							
Caaapa (hyp 7)	=	Cell							
Caaapp (hyp 7)	=	Cell							
Caap	=	Cell							
Caapa	=	Cell							
Caapaa (DVC)	=	Cell							
Caapap	=	Cell							
Caapp	=	Cell							
Caappd (hyp 7)	=	Cell							
Caappv (PVR)	=	Cell							
Cap	=	Cell							
Capa	=	Cell							
Capaa	=	Cell							
Capaaa	=	Cell							
Capaaaa (body muscle)	=	Cell							
Capaaap (body muscle)	=	Cell							
Capaap	=	Cell							
Capaapa (body muscle)	=	Cell							
Capaapp (body muscle)	=	Cell							
Capap	=	Cell							
Capapa	=	Cell							
Capapaa (body muscle)	=	Cell							
Capapap (body muscle)	=	Cell							
Capapp	=	Cell							
Capappa (body muscle)	=	Cell							
Capappp (body muscle)	=	Cell							
Capp	=	Cell							
Cappa	=	Cell							
Cappaa	=	Cell							
Cappaaa (body muscle)	=	Cell							
Cappaap (body muscle)	=	Cell							
Cappap	=	Cell							
Cappapa (body muscle)	=	Cell							
Cappapp (body muscle)	=	Cell							
Cappp	=	Cell							
Capppa	=	Cell							
Capppaa (body muscle)	=	Cell							
Capppap (body muscle)	=	Cell							
Capppp	=	Cell							
Cappppd (body muscle)	=	Cell							
Cappppv (body muscle)	=	Cell							
Cp	=	Cell							
Cpa	=	Cell							
Cpaa	=	Cell							
Cpaaa	=	Cell							
Cpaaaa (hyp 7)	=	Cell							
Cpaaap (hyp 7)	=	Cell							
Cpaap	=	Cell							
Cpaapa (hyp 7)	=	Cell							
Cpaapp (hyp 7)	=	Cell							
Cpap	=	Cell							
Cpapa	=	Cell							
Cpapaa (hyp 7)	=	Cell							
Cpapap (hyp 7)	=	Cell							
Cpapp	=	Cell							
Cpappd (hyp 7)	=	Cell							
Cpappv (hyp 11)	=	Cell							
Cpp	=	Cell							
Cppa	=	Cell							
Cppaa	=	Cell							
Cppaaa	=	Cell							
Cppaaaa (body muscle)	=	Cell							
Cppaaap (body muscle)	=	Cell							
Cppaap	=	Cell							
Cppaapa (body muscle)	=	Cell							
Cppaapp (body muscle)	=	Cell							
Cppap	=	Cell							
Cppapa	=	Cell							
Cppapaa (body muscle)	=	Cell							
Cppapap (body muscle)	=	Cell							
Cppapp	=	Cell							
Cppappa (body muscle)	=	Cell							
Cppappp (body muscle)	=	Cell							
Cppp	=	Cell							
Cpppa	=	Cell							
Cpppaa	=	Cell							
Cpppaaa (body muscle)	=	Cell							
Cpppaap (body muscle)	=	Cell							
Cpppap	=	Cell							
Cpppapa (body muscle)	=	Cell							
Cpppapp (body muscle)	=	Cell							
Cpppp	=	Cell							
Cppppa	=	Cell							
Cppppaa (body muscle)	=	Cell							
Cppppap (body muscle)	=	Cell							
Cppppp	=	Cell							
Cpppppd (body muscle)	=	Cell							
Cpppppv (body muscle)	=	Cell							
D	=	Cell							
Da	=	Cell							
Daa	=	Cell							
Daaa	=	Cell							
Daaaa (body muscle)	=	Cell							
Daaap (body muscle)	=	Cell							
Daap	=	Cell							
Daapa (body muscle)	=	Cell							
Daapp (body muscle)	=	Cell							
Dap	=	Cell							
Dapa	=	Cell							
Dapaa (body muscle)	=	Cell							
Dapap (body muscle)	=	Cell							
Dapp	=	Cell							
Dappa	=	Cell							
Dappaa (body muscle)	=	Cell							
Dappap (body muscle)	=	Cell							
Dappp	=	Cell							
Dapppa (body muscle)	=	Cell							
Dapppp (body muscle)	=	Cell							
Dp	=	Cell							
Dpa	=	Cell							
Dpaa	=	Cell							
Dpaaa (body muscle)	=	Cell							
Dpaap (body muscle)	=	Cell							
Dpap	=	Cell							
Dpapa (body muscle)	=	Cell							
Dpapp (body muscle)	=	Cell							
Dpp	=	Cell							
Dppa	=	Cell							
Dppaa (body muscle)	=	Cell							
Dppap (body muscle)	=	Cell							
Dppp	=	Cell							
Dpppa	=	Cell							
Dpppaa (body muscle)	=	Cell							
Dpppap (body muscle)	=	Cell							
Dpppp	=	Cell							
Dppppa (body muscle)	=	Cell							
Dppppp (body muscle)	=	Cell							
E	=	Cell							
Ea	=	Cell							
Eal	=	Cell							
Eala	=	Cell							
Ealaa	=	Cell							
Ealaad (int1DL)	=	Cell							
Ealaav (int1VL)	=	Cell							
Ealap (int3V)	=	Cell							
Ealp	=	Cell							
Ealpa (int2V)	=	Cell							
Ealpp (int5L)	=	Cell							
Ear	=	Cell							
Eara	=	Cell							
Earaa	=	Cell							
Earaad (int1DR)	=	Cell							
Earaav (int1VR)	=	Cell							
Earap (int3D)	=	Cell							
Earp	=	Cell							
Earpa (int2D)	=	Cell							
Earpp (int5R)	=	Cell							
EMS	=	Cell							
Ep	=	Cell							
Epl	=	Cell							
Epla	=	Cell							
Eplaa (int4V)	=	Cell							
Eplap (int6L)	=	Cell							
Eplp	=	Cell							
Eplpa (int7L)	=	Cell							
Eplpp	=	Cell							
Eplppa (int8L)	=	Cell							
Eplppp (int9L)	=	Cell							
Epr	=	Cell							
Epra	=	Cell							
Epraa (int4D)	=	Cell							
Eprap (int6R)	=	Cell							
Eprp	=	Cell							
Eprpa (int 7R)	=	Cell							
Eprpp	=	Cell							
Eprppa (int8R)	=	Cell							
Eprppp (int9R)	=	Cell							
MS	=	Cell							
MSa	=	Cell							
MSaa	=	Cell							
MSaaa	=	Cell							
MSaaaa	=	Cell							
MSaaaaa	=	Cell							
MSaaaaaa	=	Cell							
MSaaaaaal (GLRDL)	=	Cell							
MSaaaaaar (GLRDR)	=	Cell							
MSaaaaap	=	Cell							
MSaaaaapa	=	Cell							
MSaaaaapaa (I3)	=	Cell							
MSaaaaapap (g1P)	=	Cell							
MSaaaaapp (m4DL)	=	Cell							
MSaaaap	=	Cell							
MSaaaapa	=	Cell							
MSaaaapaa (I4)	=	Cell							
MSaaaapap (m5DL)	=	Cell							
MSaaaapp	=	Cell							
MSaaaappa	=	Cell							
MSaaaappp (m7D)	=	Cell							
MSaaap	=	Cell							
MSaaapa	=	Cell							
MSaaapaa	=	Cell							
MSaaapaaa (m3DL)	=	Cell							
MSaaapaap (m4L)	=	Cell							
MSaaapap	=	Cell							
MSaaapapa (mc3DL)	=	Cell							
MSaaapapp (m8)	=	Cell							
MSaaapp	=	Cell							
MSaaappa	=	Cell							
MSaaappp (vpi3D)	=	Cell							
MSaap	=	Cell							
MSaapa	=	Cell							
MSaapaa	=	Cell							
MSaapaaa	=	Cell							
MSaapaaaa (m4VL)	=	Cell							
MSaapaaap (m5VL)	=	Cell							
MSaapaap	=	Cell							
MSaapaapa	=	Cell							
MSaapaapaa (g1AL)	=	Cell							
MSaapaapap	=	Cell							
MSaapaapp (m7VL)	=	Cell							
MSaapap	=	Cell							
MSaapapa	=	Cell							
MSaapapaa (g2L)	=	Cell							
MSaapapap	=	Cell							
MSaapapp	=	Cell							
MSaapappa (m6VL)	=	Cell							
MSaapappp (vpi2DL)	=	Cell							
MSaapp	=	Cell							
MSaappa	=	Cell							
MSaappaa (vpi2V)	=	Cell							
MSaappap (vpi3V)	=	Cell							
MSaappp	=	Cell							
MSaapppa	=	Cell							
MSaapppaa (body muscle)	=	Cell							
MSaapppap (body muscle)	=	Cell							
MSaapppp	=	Cell							
MSaappppa (body muscle)	=	Cell							
MSaappppp (body muscle)	=	Cell							
MSap	=	Cell							
MSapa	=	Cell							
MSapaa	=	Cell							
MSapaaa	=	Cell							
MSapaaaa	=	Cell							
MSapaaaad (GLRL)	=	Cell							
MSapaaaav (GLRVL)	=	Cell							
MSapaaap (body muscle)	=	Cell							
MSapaap	=	Cell							
MSapaapa	=	Cell							
